,company,country,description,location,review,salary,star,title
4,New Media Group Holdings Limited,Hong Kong,Assist with data collection and reporting. Analyze data to make insight and suggest campaign strategy. Optimize Digital Marketing campaign and Facebook/Google...,"Kwun Tong, Kowloon",,,,Digital Marketing Analyst
5,7-Eleven,Hong Kong,Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools....,"Quarry Bay, Hong Kong Island",5910,,42.6,Business Analyst
6,Citi,Hong Kong,"Assemble, analyze and build analytical report with statistical data analysis to help business strategizing different sales initiatives across all Consumer...",Hong Kong,11052,,44.4,"HK - GCB - Portfolio Management Analyst, Wealth Management"
7,Goldman Sachs,Hong Kong,Managing large datasets using cutting edge big data technologies; Building tools to analyze and visualize data in UI and reports....,Hong Kong,922,,51.6,"Securities, Prime Services Dev Strats, Analyst/Associate, Hong Kong"
8,Shangri-La Hotels,Hong Kong,The Analyst plays important role in delivering fact-based data driven insights to support marketing strategy and decision....,Hong Kong,166,,52.2,Web Analyst
9,Cathay Pacific,Hong Kong,Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only....,Hong Kong,145,,51.6,Global Contact Centre Resources Management Analyst
0,HSBC,Hong Kong,Junior Tag Analyst. Proven experience with Tag Management System solutions and Data layers creation and management....,"Central, Hong Kong Island",8322,,51.0,Junior Tag Analyst - Retail Banking and Wealth Management
1,S&P Global,Hong Kong,Coordinates with global & regional offices to ensure data is treated consistently across international borders and available to S&P's global network....,Hong Kong,36,,43.8,S&P Global Ratings 2018 CREDit Program Analyst - Hong Kong
2,Haeco,Hong Kong,Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only. Scope of Duties....,"Lantau Island, New Territories",14,,30.0,Strategic Business Analyst
3,Macquarie Group Limited,Hong Kong,"Data and portfolio analytics. Responsible for providing accurate portfolio data for reporting, presentations and client materials....",Hong Kong,30,,52.2,"Portfolio Analyst, Listed Equities, Macquarie Asset Management - Hong Kong"
4,Société Générale,Hong Kong,"You ideally have a previous experience as a Business analyst. ITEC FRM (Finance Risk and Market Data) is a regional team based in Hong Kong, covering the Asia...",Hong Kong,1153,,44.4,Business Analyst M/F - VIE Hong Kong
5,Standard Chartered Bank,Hong Kong,Assist team manager to support the ad hoc project on data management or Testing. Regular/Temporary:....,Hong Kong,1798,,51.6,"Analyst, Management Information and Forecast"
6,AS Watson Careers,Hong Kong,Strong numerical sense and data analytical skills. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application....,"Fo Tan, New Territories",,,,CRM Analytics Manager
7,Citi,Hong Kong,"Degree holder in Qualitative Analysis, Statistics, Accounting, Economics or Mathematics Minimum 2-3 years’ of experience in consumer credit and risk management...",Hong Kong,11052,,44.4,HK - GCB - Risk Analyst (Mortgage Porfolio)
8,UBS,Hong Kong,"Identify application & data structure impacted by functional and non-functional requirements. Conduct requirements-gathering activities, using a variety of...",Hong Kong,1318,,44.4,IT Business Analyst – Advisor Workbench & eBanking
9,Hong Kong Exchange,Hong Kong,Business Analyst/ Intelligence. Business Analyst - (Next Generation - Clearing) (Group Risk Management) (....,Hong Kong,,,,Business Analyst - (Next Generation - Clearing) (Group Risk Management)
0,Marsh,Hong Kong,"Personal data collected will be used for recruitment purpose only. Collect and analyse the claims data, plan cost to understand utilization patterns, identify...",Hong Kong,139,,43.2,"Benefits Analyst, Broking Team, Health, Hong Kong"
1,"FTI Consulting, Inc.",Hong Kong,"About Data and Analytics:. Minimum 2 years of experience with complex data manipulation techniques, including data mining and result interpretation....",Hong Kong,105,,43.2,"Senior Consultant, Data & Analytics (Hong Kong)"
2,Standard Chartered Bank,Hong Kong,The job holder will work closely with the subject matter experts in Risk / Finance / Data Governance teams to review and analyse the project requirements...,Hong Kong,1798,,51.6,Business Analyst - Wholesale Credit Risk (1 year contract)
3,Willis Towers Watson,Hong Kong,Conduct data analysis. Liaise with members of the wider investment team and benefits practice in order to gain the necessary data and understanding of the...,Hong Kong,455,,44.4,"Analyst, Investment"
4,Marsh,Hong Kong,"Liaise with asset managers to obtain and clarify performance data. We are currently seeking a Wealth analyst, to join our growing team addressing the financial...",Hong Kong,139,,43.2,"Investment Analyst, Wealth, Hong Kong"
5,Haitong,Hong Kong,All applications will be treated in strict confidence and personal data collected will be used for recruitment purpose only....,Hong Kong,,,,Investment Analyst – Private Equity
6,S&P Global Ratings,Hong Kong,Analyze pertinent information and data necessary for assigning credit ratings on insurance companies and their debt issues. Ratings Analyst-Insurance Ratings....,Hong Kong,11,,40.8,Ratings Analyst-Insurance Ratings
7,HSBC,Hong Kong,"Digital Optimisation Analyst. This position is an Analyst role to coordinate and support Optimisation Manager in optimization of conversion rate, website and...","Central, Hong Kong Island",8322,,51.0,Digital Optimisation Analyst - Retail Banking and Wealth Management
8,AXA General Insurance,Hong Kong,"Senior Business Analyst, Data Analytics Team, EB. By translating the data requests objectives and. Working with relevant team members, retrieve and consolidate...",Hong Kong,578,,44.4,"Senior Business Analyst, Data Analytics Team, EB"
9,lululemon athletica,Hong Kong,"& benefits analyst. Compensation & Benefits Analyst. Audits data in our HRIS system (Workday), incentive compensation....","Eastern, Hong Kong Island",277,,52.2,Compensation Analyst
0,CAPCO,Hong Kong,"OConducting structured data gathering, research and analysis. OBusiness process models/design, logical data models, standards and guidance....","Central, Hong Kong Island",71,,43.2,"Business Analyst, Hong Kong"
1,George Samuel Associates Ltd.,Hong Kong,Analyse and study project and financial data / metrics for issue identification and continuous improvement....,Hong Kong,,,,PMO Analyst
2,Manulife Financial,Hong Kong,Support the production of monthly reinsurance MIS and data files management. Perform regular data integrity and monitoring of the day to day administrative...,"Kwun Tong, Kowloon",290,,51.0,Reinsurance Analyst
3,Standard Chartered Bank,Hong Kong,Timely prepare regular and ad-hoc business and credit returns for management review and monitoring Coordinate CB sales teams to prepare business and credit...,Hong Kong,1798,,51.6,"Analyst, Business Operational Risk, CB"
4,中國移動 China Mobile,Hong Kong,"Tertiary educated or above, preferably in data analysis, statistics, commerce, market research or related disciplines....",Hong Kong,,,,Customer Feedback Analyst
5,Classy Wheeler,Hong Kong,"Proven data analysis, data verification, and problem-solving abilities. Gather and analyze data in support of business cases, projects, and process/system...","Quarry Bay, Hong Kong Island",,,,QA Analyst (Insurance)
7,Orient Overseas Container Line Ltd (OOCL),Hong Kong,"Get involved in various data analytics tools, methodologies, reports and dashboard design and implementation process....",Hong Kong,,,,Assistant Operations Analyst - Trainee Program
0,Intercontinental Exchange,Hong Kong,"Prior experience working for a market data vendor, specifically in the area of real-time data feed processing, either as a business analyst or a content...",Hong Kong,41,,42.6,Market Data Business Analyst
1,Automated Machine Learning Limited,Hong Kong,"Big Data, Artificial Intelligence, IoT). Conduct market research and business analysis for emerging technologies (e.g....","Cyberport, Hong Kong Island",,,,Research Analyst
2,Bank of America,Hong Kong,Return approval documents containing insufficient approval authority and/or missing data quality elements for rework....,Hong Kong,18586,,44.4,"Associate or Analyst, Credit Reporting Admin, Wholesale Credit, Hong Kong"
3,Pure Search Hong Kong,Hong Kong,"Contribute to data quality management, data governance, master data management, reference data management and meta data management....",Hong Kong,,,,Architects: Cloud / Data / Solutions / Services
4,S&P Global Ratings,Hong Kong,Coordinates with global & regional offices to ensure data is treated consistently across international borders and available to S&P's global network....,Hong Kong,11,,40.8,S&P Global Ratings 2018 CREDit Program Analyst - Hong Kong
5,Crédit Agricole CIB,Hong Kong,"Personal data provided by job applicants will be used strictly in accordance with the employer's personal data policies, a copy of which will be provided...",Hong Kong,432,,44.4,"Analyst, Back Office, New York Shift"
6,Ipreo,Hong Kong,"The position of a Senior Analyst is a multifaceted one that requires verbal communications skills, writing skills, research skills, analytical abilities, and...",Hong Kong,27,,40.2,Senior Analyst
7,UBS,Hong Kong,"Conduct requirements-gathering activities, like evaluating services, using a variety of internal and external data and conducting stakeholder interviews....",Hong Kong,1318,,44.4,IT Business Analyst - Wealth Management
0,Nielsen,Hong Kong,"Candidate with more experience will be considered as Senior Analyst. Maintain and build accurate, complete, up-to-date and insightful data and market...",Hong Kong,1425,,44.4,"Market Research Analyst, Hong Kong"
